,duration_days,total_budget,avg_ctr,avg_cvr,pca_interest_1,pca_interest_2,ad_platform_Facebook,ad_platform_Instagram,ad_type_Carousel,ad_type_Image,ad_type_Stories,ad_type_Video,target_gender_All,target_gender_Female,target_gender_Male,target_age_group_18-24,target_age_group_25-34,target_age_group_35-44,target_age_group_All
0,-1.155894387567895,0.10790662621139675,1.975051177285132,-0.6774900794196002,0.4658959000949436,-0.3065136319886694,0,1,0,1,0,0,0,0,1,0,1,0,0
1,1.3481514551240454,0.06053496671236345,0.21155558590385953,1.099226206158408,-0.10768977224006424,-0.2027248844911741,1,0,0,0,0,1,0,0,1,0,0,1,0
2,-0.5596929964507664,-0.09175600695278022,2.155577906089094,-0.7235189987350926,-0.4139500650438331,0.10075945630171987,0,1,0,0,1,0,0,0,1,0,0,1,0
3,0.27498895111321375,1.3317464781158834,0.5179058283340643,-1.2510180012751384,0.4115187643782842,-0.3362292098131785,1,0,0,1,0,0,1,0,0,1,0,0,0
4,0.9308104813420552,1.3390572961114395,-0.2613149738645118,-1.0702093803476658,0.040426057168117535,-0.06944194427100633,0,1,1,0,0,0,0,1,0,0,0,0,1
5,0.5134695075600652,-0.18515241101298793,-0.4382152846577553,-0.7439839523828489,-0.3659281835259773,-0.41469560875180994,1,0,1,0,0,0,1,0,0,0,0,1,0
6,-0.44045271822734067,-1.0623832834134586,0.1131779313178582,-0.6774900794196002,-0.10768977224006424,-0.2027248844911741,1,0,1,0,0,0,0,1,0,1,0,0,0
7,-1.8117159177967366,0.7769384057151861,0.421600722146846,0.6497905777059827,0.5911876140867092,0.25829466175450444,1,0,1,0,0,0,1,0,0,0,0,1,0
8,-0.14235202266877633,-0.5432756941376811,2.4555570136285323,0.4329575990666548,0.5922003597986945,0.3463892221085673,0,1,0,1,0,0,0,1,0,0,0,1,0
9,1.2289111769006196,0.3163506127331429,-0.9515077538971335,-0.6497288874574437,-0.10768977224006424,-0.2027248844911741,1,0,0,1,0,0,1,0,0,1,0,0,0
10,-0.3808325791156278,-0.9808962988865733,1.511263833830605,0.39634943384183335,-0.11470630987940367,0.37883174653126706,1,0,0,0,0,1,1,0,0,0,0,1,0
11,1.050050759565481,1.0730488331560382,0.24139874516583815,1.6337905537087678,-0.4381773766494094,0.5460919929213397,1,0,0,0,1,0,0,1,0,0,0,0,1
